species	taxon_id	element_type	corresponding_file
B_breve_017W439_C	1685	:CHRSM	B_breve_017W439_C
B_breve_082W48_C	1685	:CHRSM	B_breve_082W48_C
B_breve_1001270B_150601_B2_S	1685	:CHRSM	B_breve_1001270B_150601_B2_S
B_breve_12L_C	1685	:CHRSM	B_breve_12L_C
B_breve_139W423_C	1685	:CHRSM	B_breve_139W423_C
B_breve_180W83_C	1685	:CHRSM	B_breve_180W83_C
B_breve_215W447a_C	1685	:CHRSM	B_breve_215W447a_C
B_breve_322-1_S	1685	:CHRSM	B_breve_322-1_S
B_breve_689b_C	1685	:CHRSM	B_breve_689b_C
B_breve_91-1_S	1685	:CHRSM	B_breve_91-1_S
B_breve_ACS-071-V-Sch8b_C	1685	:CHRSM	B_breve_ACS-071-V-Sch8b_C
B_breve_B-breve_1_mod_C	1685	:CHRSM	B_breve_B-breve_1_mod_C
B_breve_BR3_C	1685	:CHRSM	B_breve_BR3_C
B_breve_BSD2780061688_150302_F6_S	1685	:CHRSM	B_breve_BSD2780061688_150302_F6_S
B_breve_Bifidobacterium_breve_MC1_S	1685	:CHRSM	B_breve_Bifidobacterium_breve_MC1_S
B_breve_CNCM_I-4321_C	1685	:CHRSM	B_breve_CNCM_I-4321_C
B_breve_DRBB26_C	1685	:CHRSM	B_breve_DRBB26_C
B_breve_DRBB27_C	1685	:CHRSM	B_breve_DRBB27_C
B_breve_DRBB28_C	1685	:CHRSM	B_breve_DRBB28_C
B_breve_DRBB29_C	1685	:CHRSM	B_breve_DRBB29_C
B_breve_DRBB30_C	1685	:CHRSM	B_breve_DRBB30_C
B_breve_DSM_20213_S	1685	:CHRSM	B_breve_DSM_20213_S
B_breve_FDAARGOS_561_C	1685	:CHRSM	B_breve_FDAARGOS_561_C
B_breve_GED8481_S	1685	:CHRSM	B_breve_GED8481_S
B_breve_HPH0326_S	1685	:CHRSM	B_breve_HPH0326_S
B_breve_JCM_1192_C	1685	:CHRSM	B_breve_JCM_1192_C
B_breve_JCM_7017_C	1685	:CHRSM	B_breve_JCM_7017_C
B_breve_JCM_7019_C	1685	:CHRSM	B_breve_JCM_7019_C
B_breve_JCP7499_S	1685	:CHRSM	B_breve_JCP7499_S
B_breve_JR01_C	1685	:CHRSM	B_breve_JR01_C
B_breve_JSRL01_C	1685	:CHRSM	B_breve_JSRL01_C
B_breve_JTL_C	1685	:CHRSM	B_breve_JTL_C
B_breve_LH_21_S	1685	:CHRSM	B_breve_LH_21_S
B_breve_LH_24_S	1685	:CHRSM	B_breve_LH_24_S
B_breve_LMC520_C	1685	:CHRSM	B_breve_LMC520_C
B_breve_MCC_0305_S	1685	:CHRSM	B_breve_MCC_0305_S
B_breve_MCC_1094_S	1685	:CHRSM	B_breve_MCC_1094_S
B_breve_MCC_1340_S	1685	:CHRSM	B_breve_MCC_1340_S
B_breve_MCC_1454_S	1685	:CHRSM	B_breve_MCC_1454_S
B_breve_MCC_1605_S	1685	:CHRSM	B_breve_MCC_1605_S
B_breve_MGYG-HGUT-02469_C	1685	:CHRSM	B_breve_MGYG-HGUT-02469_C
B_breve_N6D12_S	1685	:CHRSM	B_breve_N6D12_S
B_breve_NCFB_2258_C	1685	:CHRSM	B_breve_NCFB_2258_C
B_breve_NCTC11815_C	1685	:CHRSM	B_breve_NCTC11815_C
B_breve_NRBB01_C	1685	:CHRSM	B_breve_NRBB01_C
B_breve_NRBB02_C	1685	:CHRSM	B_breve_NRBB02_C
B_breve_NRBB04_C	1685	:CHRSM	B_breve_NRBB04_C
B_breve_NRBB08_C	1685	:CHRSM	B_breve_NRBB08_C
B_breve_NRBB09_C	1685	:CHRSM	B_breve_NRBB09_C
B_breve_NRBB11_C	1685	:CHRSM	B_breve_NRBB11_C
B_breve_NRBB18_C	1685	:CHRSM	B_breve_NRBB18_C
B_breve_NRBB19_C	1685	:CHRSM	B_breve_NRBB19_C
B_breve_NRBB20_C	1685	:CHRSM	B_breve_NRBB20_C
B_breve_NRBB27_C	1685	:CHRSM	B_breve_NRBB27_C
B_breve_NRBB49_C	1685	:CHRSM	B_breve_NRBB49_C
B_breve_NRBB50_C	1685	:CHRSM	B_breve_NRBB50_C
B_breve_NRBB51_C	1685	:CHRSM	B_breve_NRBB51_C
B_breve_NRBB52_C	1685	:CHRSM	B_breve_NRBB52_C
B_breve_NRBB56_C	1685	:CHRSM	B_breve_NRBB56_C
B_breve_NRBB57_C	1685	:CHRSM	B_breve_NRBB57_C
B_breve_S27_C	1685	:CHRSM	B_breve_S27_C
B_breve_SC95_S	1685	:CHRSM	B_breve_SC95_S
B_breve_UCC2003_C	1685	:CHRSM	B_breve_UCC2003_C
B_breve_UMB0089_S	1685	:CHRSM	B_breve_UMB0089_S
B_breve_UMB0915_S	1685	:CHRSM	B_breve_UMB0915_S
B_breve_W20-13_S	1685	:CHRSM	B_breve_W20-13_S
B_breve_W56_S	1685	:CHRSM	B_breve_W56_S
B_breve_lw01_C	1685	:CHRSM	B_breve_lw01_C
B_longum_1-5B_S	216816	:CHRSM	B_longum_1-5B_S
B_longum_1001136B_160425_B5_S	216816	:CHRSM	B_longum_1001136B_160425_B5_S
B_longum_1001175B_160314_B2_S	216816	:CHRSM	B_longum_1001175B_160314_B2_S
B_longum_1001175st1_G10_S	216816	:CHRSM	B_longum_1001175st1_G10_S
B_longum_1001271st1_B4_S	216816	:CHRSM	B_longum_1001271st1_B4_S
B_longum_1001275B_160808_B3_S	216816	:CHRSM	B_longum_1001275B_160808_B3_S
B_longum_1001302B_160321_G1_S	216816	:CHRSM	B_longum_1001302B_160321_G1_S
B_longum_1001713B170214_170313_H7_S	216816	:CHRSM	B_longum_1001713B170214_170313_H7_S
B_longum_105-A_C	216816	:CHRSM	B_longum_105-A_C
B_longum_12_1_47BFAA_S	216816	:CHRSM	B_longum_12_1_47BFAA_S
B_longum_157F_C	216816	:CHRSM	B_longum_157F_C
B_longum_17-1B_S	216816	:CHRSM	B_longum_17-1B_S
B_longum_239-2_S	216816	:CHRSM	B_longum_239-2_S
B_longum_35624_C	216816	:CHRSM	B_longum_35624_C
B_longum_51A_C	216816	:CHRSM	B_longum_51A_C
B_longum_7-1B_S	216816	:CHRSM	B_longum_7-1B_S
B_longum_72B_S	216816	:CHRSM	B_longum_72B_S
B_longum_7_S	216816	:CHRSM	B_longum_7_S
B_longum_AF03-10_S	216816	:CHRSM	B_longum_AF03-10_S
B_longum_AF03-20_S	216816	:CHRSM	B_longum_AF03-20_S
B_longum_AF03-27_S	216816	:CHRSM	B_longum_AF03-27_S
B_longum_AF04-13_S	216816	:CHRSM	B_longum_AF04-13_S
B_longum_AF05-16_S	216816	:CHRSM	B_longum_AF05-16_S
B_longum_AF05-2_S	216816	:CHRSM	B_longum_AF05-2_S
B_longum_AF08-2_S	216816	:CHRSM	B_longum_AF08-2_S
B_longum_AF11-12_S	216816	:CHRSM	B_longum_AF11-12_S
B_longum_AF11-41_S	216816	:CHRSM	B_longum_AF11-41_S
B_longum_AF13-34_S	216816	:CHRSM	B_longum_AF13-34_S
B_longum_AF13-41_S	216816	:CHRSM	B_longum_AF13-41_S
B_longum_AF14-22_S	216816	:CHRSM	B_longum_AF14-22_S
B_longum_AF14-34_S	216816	:CHRSM	B_longum_AF14-34_S
B_longum_AF26-10_S	216816	:CHRSM	B_longum_AF26-10_S
B_longum_AF27-1BH_S	216816	:CHRSM	B_longum_AF27-1BH_S
B_longum_AF30-11_S	216816	:CHRSM	B_longum_AF30-11_S
B_longum_AF30-12_S	216816	:CHRSM	B_longum_AF30-12_S
B_longum_AF34-9AC_S	216816	:CHRSM	B_longum_AF34-9AC_S
B_longum_AF35-13AC_S	216816	:CHRSM	B_longum_AF35-13AC_S
B_longum_AF36-1_S	216816	:CHRSM	B_longum_AF36-1_S
B_longum_AH1206_C	216816	:CHRSM	B_longum_AH1206_C
B_longum_AM10-15B_S	216816	:CHRSM	B_longum_AM10-15B_S
B_longum_AM11-2_S	216816	:CHRSM	B_longum_AM11-2_S
B_longum_AM11-5_S	216816	:CHRSM	B_longum_AM11-5_S
B_longum_AM12-16_S	216816	:CHRSM	B_longum_AM12-16_S
B_longum_AM16-2_S	216816	:CHRSM	B_longum_AM16-2_S
B_longum_AM20-19AC_S	216816	:CHRSM	B_longum_AM20-19AC_S
B_longum_AM20-39_S	216816	:CHRSM	B_longum_AM20-39_S
B_longum_AM20-3_S	216816	:CHRSM	B_longum_AM20-3_S
B_longum_AM21-20_S	216816	:CHRSM	B_longum_AM21-20_S
B_longum_AM30-9LB_S	216816	:CHRSM	B_longum_AM30-9LB_S
B_longum_AM31-13LB_S	216816	:CHRSM	B_longum_AM31-13LB_S
B_longum_AM34-3_S	216816	:CHRSM	B_longum_AM34-3_S
B_longum_AM39-10AC_S	216816	:CHRSM	B_longum_AM39-10AC_S
B_longum_AM39-8AC_S	216816	:CHRSM	B_longum_AM39-8AC_S
B_longum_AM42-13AT_S	216816	:CHRSM	B_longum_AM42-13AT_S
B_longum_ATCC_15697_C	216816	:CHRSM	B_longum_ATCC_15697_C
B_longum_ATCC_55813_S	216816	:CHRSM	B_longum_ATCC_55813_S
B_longum_BAMA-B05_C	216816	:CHRSM	B_longum_BAMA-B05_C
B_longum_BBMN68_C	216816	:CHRSM	B_longum_BBMN68_C
B_longum_BG7_C	216816	:CHRSM	B_longum_BG7_C
B_longum_BIM_B-813D_C	216816	:CHRSM	B_longum_BIM_B-813D_C
B_longum_BORI_C	216816	:CHRSM	B_longum_BORI_C
B_longum_BSD2780061688_150302_C8_S	216816	:CHRSM	B_longum_BSD2780061688_150302_C8_S
B_longum_BSD2780061688b_171218_H1_S	216816	:CHRSM	B_longum_BSD2780061688b_171218_H1_S
B_longum_BSD2780061688st2_H1_S	216816	:CHRSM	B_longum_BSD2780061688st2_H1_S
B_longum_BSD2780061689_150309_E10_S	216816	:CHRSM	B_longum_BSD2780061689_150309_E10_S
B_longum_BSD2780120874_150323_E3_S	216816	:CHRSM	B_longum_BSD2780120874_150323_E3_S
B_longum_BSD2780120874_150323_H5_S	216816	:CHRSM	B_longum_BSD2780120874_150323_H5_S
B_longum_BSD2780120875_150330_F5_S	216816	:CHRSM	B_longum_BSD2780120875_150330_F5_S
B_longum_BSM11-5_S	216816	:CHRSM	B_longum_BSM11-5_S
B_longum_BT1_C	216816	:CHRSM	B_longum_BT1_C
B_longum_BXY01_C	216816	:CHRSM	B_longum_BXY01_C
B_longum_CACC_517_C	216816	:CHRSM	B_longum_CACC_517_C
B_longum_CCUG30698_C	216816	:CHRSM	B_longum_CCUG30698_C
B_longum_CCUG_52486_S	216816	:CHRSM	B_longum_CCUG_52486_S
B_longum_CECT_7210_C	216816	:CHRSM	B_longum_CECT_7210_C
B_longum_CMCC_P0001_S	216816	:CHRSM	B_longum_CMCC_P0001_S
B_longum_CMW7750_S	216816	:CHRSM	B_longum_CMW7750_S
B_longum_D41t1_190614_F6_S	216816	:CHRSM	B_longum_D41t1_190614_F6_S
B_longum_D46t1_190503_C6_S	216816	:CHRSM	B_longum_D46t1_190503_C6_S
B_longum_D52t1_170925_H5_S	216816	:CHRSM	B_longum_D52t1_170925_H5_S
B_longum_D59t2_181005_F6_S	216816	:CHRSM	B_longum_D59t2_181005_F6_S
B_longum_D6t1_180914_B2_S	216816	:CHRSM	B_longum_D6t1_180914_B2_S
B_longum_D6t1_180914_F8_S	216816	:CHRSM	B_longum_D6t1_180914_F8_S
B_longum_DJO10A_C	216816	:CHRSM	B_longum_DJO10A_C
B_longum_DJO10A_S	216816	:CHRSM	B_longum_DJO10A_S
B_longum_EK13_S	216816	:CHRSM	B_longum_EK13_S
B_longum_EK3_S	216816	:CHRSM	B_longum_EK3_S
B_longum_EK5_S	216816	:CHRSM	B_longum_EK5_S
B_longum_GT15_C	216816	:CHRSM	B_longum_GT15_C
B_longum_J1101004_170508_D4_S	216816	:CHRSM	B_longum_J1101004_170508_D4_S
B_longum_JCM_11340_C	216816	:CHRSM	B_longum_JCM_11340_C
B_longum_JCM_11347_C	216816	:CHRSM	B_longum_JCM_11347_C
B_longum_JCM_11660_C	216816	:CHRSM	B_longum_JCM_11660_C
B_longum_JCM_1217_C	216816	:CHRSM	B_longum_JCM_1217_C
B_longum_JCM_1222_C	216816	:CHRSM	B_longum_JCM_1222_C
B_longum_JDM301_C	216816	:CHRSM	B_longum_JDM301_C
B_longum_JSRL02_C	216816	:CHRSM	B_longum_JSRL02_C
B_longum_Jih1_C	216816	:CHRSM	B_longum_Jih1_C
B_longum_KACC_91563_C	216816	:CHRSM	B_longum_KACC_91563_C
B_longum_LC67_C	216816	:CHRSM	B_longum_LC67_C
B_longum_LH_12_S	216816	:CHRSM	B_longum_LH_12_S
B_longum_LH_206_S	216816	:CHRSM	B_longum_LH_206_S
B_longum_LH_23_S	216816	:CHRSM	B_longum_LH_23_S
B_longum_LH_277_S	216816	:CHRSM	B_longum_LH_277_S
B_longum_LH_664_S	216816	:CHRSM	B_longum_LH_664_S
B_longum_LH_665_S	216816	:CHRSM	B_longum_LH_665_S
B_longum_LH_666_S	216816	:CHRSM	B_longum_LH_666_S
B_longum_LTBL16_C	216816	:CHRSM	B_longum_LTBL16_C
B_longum_MC-42_S	216816	:CHRSM	B_longum_MC-42_S
B_longum_MGYG-HGUT-01292_C	216816	:CHRSM	B_longum_MGYG-HGUT-01292_C
B_longum_N2E12_S	216816	:CHRSM	B_longum_N2E12_S
B_longum_N2F05_S	216816	:CHRSM	B_longum_N2F05_S
B_longum_N3A01_S	216816	:CHRSM	B_longum_N3A01_S
B_longum_N3E01-2_S	216816	:CHRSM	B_longum_N3E01-2_S
B_longum_N5E04_S	216816	:CHRSM	B_longum_N5E04_S
B_longum_N6D05_S	216816	:CHRSM	B_longum_N6D05_S
B_longum_NCC2705_C	216816	:CHRSM	B_longum_NCC2705_C
B_longum_NCIMB8809_C	216816	:CHRSM	B_longum_NCIMB8809_C
B_longum_NCTC11817_C	216816	:CHRSM	B_longum_NCTC11817_C
B_longum_NCTC11818_C	216816	:CHRSM	B_longum_NCTC11818_C
B_longum_OF01-16_S	216816	:CHRSM	B_longum_OF01-16_S
B_longum_OM05-2BH_S	216816	:CHRSM	B_longum_OM05-2BH_S
B_longum_TF01-22_S	216816	:CHRSM	B_longum_TF01-22_S
B_longum_TF06-12AC_S	216816	:CHRSM	B_longum_TF06-12AC_S
B_longum_TF06-45A_S	216816	:CHRSM	B_longum_TF06-45A_S
B_longum_TF07-31_S	216816	:CHRSM	B_longum_TF07-31_S
B_longum_TF07-34_S	216816	:CHRSM	B_longum_TF07-34_S
B_longum_TF07-39_S	216816	:CHRSM	B_longum_TF07-39_S
B_longum_TF08-4AC_S	216816	:CHRSM	B_longum_TF08-4AC_S
B_longum_TM01-1_S	216816	:CHRSM	B_longum_TM01-1_S
B_longum_TM02-7_S	216816	:CHRSM	B_longum_TM02-7_S
B_longum_TM04-17_S	216816	:CHRSM	B_longum_TM04-17_S
B_longum_TM04-48B_S	216816	:CHRSM	B_longum_TM04-48B_S
B_longum_TM05-14_S	216816	:CHRSM	B_longum_TM05-14_S
B_longum_TM06-1_S	216816	:CHRSM	B_longum_TM06-1_S
B_longum_TPY12-1_S	216816	:CHRSM	B_longum_TPY12-1_S
B_longum_UMB0788_S	216816	:CHRSM	B_longum_UMB0788_S
B_longum_VMKB44_S	216816	:CHRSM	B_longum_VMKB44_S
B_longum_W35-1_S	216816	:CHRSM	B_longum_W35-1_S
B_longum_YS108R_C	216816	:CHRSM	B_longum_YS108R_C
B_longum_ZJ1_C	216816	:CHRSM	B_longum_ZJ1_C
B_longum_B-longum_ssp_infantis_4_S	216816	:CHRSM	B_longum_B-longum_ssp_infantis_4_S
B_longum_B-longum_ssp_infantis_6_C	216816	:CHRSM	B_longum_B-longum_ssp_infantis_6_C
B_longum_Bifidobacterium_longum_subsp_infantis_MC1_S	216816	:CHRSM	B_longum_Bifidobacterium_longum_subsp_infantis_MC1_S
B_longum_Bifidobacterium_longum_subsp_infantis_MC2_S	216816	:CHRSM	B_longum_Bifidobacterium_longum_subsp_infantis_MC2_S
L_lactis_CIRM_BIA1596	1358	:CHRSM	L_lactis_CIRM_BIA1596
L_lactis_CIRM_BIA1596	1358	:CHRSM	L_lactis_CIRM_BIA1596
L_plantarum_CIRM_BIA1610	1365	:CHRSM	L_plantarum_CIRM_BIA1610
L_plantarum_CIRM_BIA1610	1365	:CHRSM	L_plantarum_CIRM_BIA1610
L_plantarum_CIRM_BIA1612	1365	:CHRSM	L_plantarum_CIRM_BIA1612
L_plantarum_CIRM_BIA1612	1365	:CHRSM	L_plantarum_CIRM_BIA1612
Lb_acidophilus_ATCC_4796_S	1579	:CHRSM	Lb_acidophilus_ATCC_4796_S
Lb_acidophilus_ATCC_53544_C	1579	:CHRSM	Lb_acidophilus_ATCC_53544_C
Lb_acidophilus_CIP_76-13_S	1579	:CHRSM	Lb_acidophilus_CIP_76-13_S
Lb_acidophilus_CNRZ1295_P	1579	:CHRSM	Lb_acidophilus_CNRZ1295_P
Lb_acidophilus_CNRZ1296_P	1579	:CHRSM	Lb_acidophilus_CNRZ1296_P
Lb_acidophilus_CNRZ1297_P	1579	:CHRSM	Lb_acidophilus_CNRZ1297_P
Lb_acidophilus_CNRZ1298_P	1579	:CHRSM	Lb_acidophilus_CNRZ1298_P
Lb_acidophilus_CNRZ1880_P	1579	:CHRSM	Lb_acidophilus_CNRZ1880_P
Lb_acidophilus_CNRZ1881_P	1579	:CHRSM	Lb_acidophilus_CNRZ1881_P
Lb_acidophilus_CNRZ1882_P	1579	:CHRSM	Lb_acidophilus_CNRZ1882_P
Lb_acidophilus_CNRZ1922_P	1579	:CHRSM	Lb_acidophilus_CNRZ1922_P
Lb_acidophilus_CNRZ1923_P	1579	:CHRSM	Lb_acidophilus_CNRZ1923_P
Lb_acidophilus_CNRZ1949_P	1579	:CHRSM	Lb_acidophilus_CNRZ1949_P
Lb_acidophilus_CNRZ2087_P	1579	:CHRSM	Lb_acidophilus_CNRZ2087_P
Lb_acidophilus_CNRZ2088_P	1579	:CHRSM	Lb_acidophilus_CNRZ2088_P
Lb_acidophilus_CNRZ216_P	1579	:CHRSM	Lb_acidophilus_CNRZ216_P
Lb_acidophilus_CNRZ321_P	1579	:CHRSM	Lb_acidophilus_CNRZ321_P
Lb_acidophilus_DSM_20079_C	1579	:CHRSM	Lb_acidophilus_DSM_20079_C
Lb_acidophilus_DSM_20079_S	1579	:CHRSM	Lb_acidophilus_DSM_20079_S
Lb_acidophilus_DSM_9126_S	1579	:CHRSM	Lb_acidophilus_DSM_9126_S
Lb_acidophilus_CIP_CIRM_DSM9126_S	1579	:CHRSM	Lb_acidophilus_CIP_CIRM_DSM9126_S
Lb_acidophilus_CIP_CIRM_DSM20242_S	1579	:CHRSM	Lb_acidophilus_CIP_CIRM_DSM20242_S
Lb_acidophilus_CIP_CIRM_BIA442_S	1579	:CHRSM	Lb_acidophilus_CIP_CIRM_BIA442_S
Lb_acidophilus_CIRM-BIA_445_S	1579	:CHRSM	Lb_acidophilus_CIRM-BIA_445_S
Lb_acidophilus_FSI4_C	1579	:CHRSM	Lb_acidophilus_FSI4_C
Lb_acidophilus_KLDS_1-0901_S	1579	:CHRSM	Lb_acidophilus_KLDS_1-0901_S
Lb_acidophilus_L-55_S	1579	:CHRSM	Lb_acidophilus_L-55_S
Lb_acidophilus_LA-G80-111_C	1579	:CHRSM	Lb_acidophilus_LA-G80-111_C
Lb_acidophilus_LA1_C	1579	:CHRSM	Lb_acidophilus_LA1_C
Lb_acidophilus_La-14_C	1579	:CHRSM	Lb_acidophilus_La-14_C
Lb_acidophilus_MGYG-HGUT-02379_S	1579	:CHRSM	Lb_acidophilus_MGYG-HGUT-02379_S
Lb_acidophilus_NCFM_C	1579	:CHRSM	Lb_acidophilus_NCFM_C
Lb_acidophilus_YT1_C	1579	:CHRSM	Lb_acidophilus_YT1_C
Lb_acidophilus_s-4_S	1579	:CHRSM	Lb_acidophilus_s-4_S
Lb_alimentarius_DSM_20249_C	1602	:CHRSM	Lb_alimentarius_DSM_20249_C
Lb_alimentarius_DSM_20249_S	1602	:CHRSM	Lb_alimentarius_DSM_20249_S
Lb_amylovorus_30SC_C	1602	:CHRSM	Lb_amylovorus_30SC_C
Lb_amylovorus_AF08-3_S	1602	:CHRSM	Lb_amylovorus_AF08-3_S
Lb_amylovorus_CNRZ1928_P	1604	:CHRSM	Lb_amylovorus_CNRZ1928_P
Lb_amylovorus_CNRZ1929_P	1604	:CHRSM	Lb_amylovorus_CNRZ1929_P
Lb_amylovorus_CNRZ1930_P	1604	:CHRSM	Lb_amylovorus_CNRZ1930_P
Lb_amylovorus_CNRZ2207_P	1604	:CHRSM	Lb_amylovorus_CNRZ2207_P
Lb_amylovorus_DSM_16698_S	1602	:CHRSM	Lb_amylovorus_DSM_16698_S
Lb_amylovorus_DSM_20531_C	1602	:CHRSM	Lb_amylovorus_DSM_20531_C
Lb_amylovorus_DSM_20531_S	1602	:CHRSM	Lb_amylovorus_DSM_20531_S
Lb_amylovorus_GRL1118_C	1602	:CHRSM	Lb_amylovorus_GRL1118_C
Lb_amylovorus_MGYG-HGUT-00161_S	1602	:CHRSM	Lb_amylovorus_MGYG-HGUT-00161_S
Lb_brevis_100D8_C	1580	:CHRSM	Lb_brevis_100D8_C
Lb_brevis_15f_S	1580	:CHRSM	Lb_brevis_15f_S
Lb_brevis_3M004_S	1580	:CHRSM	Lb_brevis_3M004_S
Lb_brevis_ATCC_14869_S	1580	:CHRSM	Lb_brevis_ATCC_14869_S
Lb_brevis_ATCC_27305_S	1580	:CHRSM	Lb_brevis_ATCC_27305_S
Lb_brevis_ATCC_367_C	1580	:CHRSM	Lb_brevis_ATCC_367_C
Lb_brevis_BDGP6_C	1580	:CHRSM	Lb_brevis_BDGP6_C
Lb_brevis_BSO_310_S	1580	:CHRSM	Lb_brevis_BSO_310_S
Lb_brevis_CNRZ1608_P	1580	:CHRSM	Lb_brevis_CNRZ1608_P
Lb_brevis_CNRZ1631_P	1580	:CHRSM	Lb_brevis_CNRZ1631_P
Lb_brevis_CNRZ1845_P	1580	:CHRSM	Lb_brevis_CNRZ1845_P
Lb_brevis_CNRZ2257_P	1580	:CHRSM	Lb_brevis_CNRZ2257_P
Lb_brevis_CNRZ2258_P	1580	:CHRSM	Lb_brevis_CNRZ2258_P
Lb_brevis_CNRZ2259_P	1580	:CHRSM	Lb_brevis_CNRZ2259_P
Lb_brevis_CNRZ2260_P	1580	:CHRSM	Lb_brevis_CNRZ2260_P
Lb_brevis_CNRZ2261_P	1580	:CHRSM	Lb_brevis_CNRZ2261_P
Lb_brevis_CNRZ2262_P	1580	:CHRSM	Lb_brevis_CNRZ2262_P
Lb_brevis_CNRZ2263_P	1580	:CHRSM	Lb_brevis_CNRZ2263_P
Lb_brevis_CNRZ2264_P	1580	:CHRSM	Lb_brevis_CNRZ2264_P
Lb_brevis_CNRZ234_P	1580	:CHRSM	Lb_brevis_CNRZ234_P
Lb_brevis_CNRZ734_P	1580	:CHRSM	Lb_brevis_CNRZ734_P
Lb_brevis_CNRZ741_P	1580	:CHRSM	Lb_brevis_CNRZ741_P
Lb_brevis_CNRZ742_P	1580	:CHRSM	Lb_brevis_CNRZ742_P
Lb_brevis_DM9218_S	1580	:CHRSM	Lb_brevis_DM9218_S
Lb_brevis_DSM_20054_S	1580	:CHRSM	Lb_brevis_DSM_20054_S
Lb_brevis_KB290_C	1580	:CHRSM	Lb_brevis_KB290_C
Lb_brevis_LMT1-73_C	1580	:CHRSM	Lb_brevis_LMT1-73_C
Lb_brevis_NCTC13768_C	1580	:CHRSM	Lb_brevis_NCTC13768_C
Lb_brevis_NPS-QW-145_C	1580	:CHRSM	Lb_brevis_NPS-QW-145_C
Lb_brevis_NSMJ23_C	1580	:CHRSM	Lb_brevis_NSMJ23_C
Lb_brevis_SA-C12_C	1580	:CHRSM	Lb_brevis_SA-C12_C
Lb_brevis_SRCM101106_C	1580	:CHRSM	Lb_brevis_SRCM101106_C
Lb_brevis_SRCM101174_C	1580	:CHRSM	Lb_brevis_SRCM101174_C
Lb_brevis_TMW_1-2108_C	1580	:CHRSM	Lb_brevis_TMW_1-2108_C
Lb_brevis_TMW_1-2112_C	1580	:CHRSM	Lb_brevis_TMW_1-2112_C
Lb_brevis_TMW_1-2113_C	1580	:CHRSM	Lb_brevis_TMW_1-2113_C
Lb_brevis_TMW_1-465_S	1580	:CHRSM	Lb_brevis_TMW_1-465_S
Lb_brevis_TMW_1-6_S	1580	:CHRSM	Lb_brevis_TMW_1-6_S
Lb_brevis_TUCO-5E_S	1580	:CHRSM	Lb_brevis_TUCO-5E_S
Lb_brevis_UCCLB521_C	1580	:CHRSM	Lb_brevis_UCCLB521_C
